New_ID,background,type,eyes,mouth,headphones,4:20 watch,hat under headphones,shirt,smoke,long hair,short hair,beard,hat over headphones,chain,1-Jan
228,red,plain mfer,ReguEyes,smile,BlacHead,OystSilv,None,HoodDownGray,CigBlac,None,None,None,None,None,None
229,green,plain mfer,ReguEyes,smile,PinkHead,SubBlac,KnitBuff,None,CigWhit,None,None,None,None,None,None
230,orange,charcoal mfer,ReguEyes,smile,PinkHead,SubBlue,None,CollShirBlue,CigWhit,None,MohaGree,None,None,None,None
231,yellow,plain mfer,PurpShad,smile,BlacHead,OystGold,None,CollShirTurq,None,None,None,None,None,None,None
232,yellow,plain mfer,3DGlas,smile,BlacHead,SubRed,None,HoodDownBlue,CigBlac,None,None,FullBear,None,None,None
233,blue,plain mfer,ReguEyes,flat,BlacHead,SubTurq,BandBlue,None,CigWhit,None,None,FullBear,None,None,None
234,red,plain mfer,PurpShad,smile,PinkHead,SubBlac,None,None,CigBlac,LongHairBlac,None,None,None,None,None
235,orange,plain mfer,ReguEyes,flat,PinkHead,OystGold,KnitBalt,None,CigBlac,None,None,None,None,None,None
236,yellow,plain mfer,ReguEyes,smile,RedHead,SubBlue,None,None,None,None,None,FullBear,None,None,None
237,yellow,plain mfer,ReguEyes,smile,BlacHead,SubLant(Gre,BandBlue,CollShirWhit,None,None,None,None,None,None,None
238,blue,charcoal mfer,PurpShad,smile,GreeHead,OystSilv,None,HoodDownGray,CigWhit,LongHairBlac,None,None,None,None,None
239,orange,charcoal mfer,ReguEyes,smile,RedHead,SubTurq,None,None,CigWhit,LongHairBlac,None,None,None,None,None
240,green,plain mfer,vr,smile,WhitHead,SubBlac,None,CollShirTurq,CigWhit,None,None,None,None,None,None
241,red,charcoal mfer,EyeMask,smile,BlacHead,None,None,None,CigWhit,None,None,None,None,None,None
242,blue,plain mfer,ReguEyes,smile,BlacHead,SubRed,None,None,CigWhit,None,None,None,None,None,None
243,orange,plain mfer,ReguEyes,smile,GreeHead,SubBlac,KnitClev,None,None,LongHairYell,None,None,None,None,None
244,blue,plain mfer,ReguEyes,smile,BlacHead,None,BandRed,None,CigBlac,None,None,None,None,None,None
245,blue,plain mfer,ReguEyes,smile,WhitHead,SubBlue,BandDarkGray,CollShirPink,CigWhit,LongHairBlac,None,None,None,None,None
246,red,plain mfer,ReguEyes,smile,GreeHead,OystGold,None,None,CigBlac,LongHairBlac,None,None,None,None,None
247,orange,plain mfer,EyeMask,smile,BlacHead,SubRed,BandBlue,CollShirBlue,CigWhit,None,None,None,None,None,None
248,blue,charcoal mfer,ReguEyes,smile,GreeHead,None,None,None,CigWhit,None,MohaBlac,None,None,None,None
249,orange,charcoal mfer,ReguEyes,smile,GreeHead,SubBlue,KnitNewYork,None,pipe,None,None,None,None,None,None
250,tree,ape mfer,ReguEyes,smile,WhitHead,SubLant(Gre,KnitChic,None,CigBlac,None,None,None,None,None,None
251,green,charcoal mfer,ReguEyes,smile,BlacHead,OystGold,None,None,CigWhit,None,None,None,None,None,None
252,green,plain mfer,ReguEyes,smile,BlacHead,OystSilv,KnitKc,None,None,None,None,None,None,None,None
253,yellow,plain mfer,ReguEyes,smile,BlacHead,None,None,None,CigBlac,None,MohaPink,None,None,None,None
254,yellow,plain mfer,ReguEyes,smile,BlacHead,None,BandRed,CollShirWhit,CigBlac,None,None,None,None,None,None
255,yellow,plain mfer,ReguEyes,smile,BlacHead,SubBlac,None,None,CigWhit,None,MessPurp,None,None,None,None
256,red,plain mfer,NerdGlas,smile,BlacHead,SubBlac,BandDarkGray,HoodDownWhit,pipe,None,None,None,None,None,None
257,yellow,charcoal mfer,PurpShad,smile,GoldHead,SubRed,KnitMiam,None,CigWhit,LongHairBlac,None,None,None,SilvChai,None
258,orange,plain mfer,ReguEyes,flat,WhitHead,SubTurq,None,CollShirBlue,CigBlac,LongHairBlac,None,None,None,None,None
259,red,plain mfer,shades,smile,BlacHead,None,None,None,None,None,None,None,None,None,None
260,green,charcoal mfer,ReguEyes,smile,WhitHead,SubBlac,None,HoodDownBlue,CigWhit,LongHairBlac,None,None,None,None,None
261,orange,charcoal mfer,ReguEyes,smile,WhitHead,OystSilv,None,HoodDownPink,None,LongHairBlac,None,None,None,None,None
262,yellow,plain mfer,ReguEyes,smile,RedHead,SubBlac,None,CollShirWhit,pipe,None,None,FullBear,None,None,None
263,blue,charcoal mfer,PurpShad,smile,BlacHead,OystSilv,None,None,None,None,MessYell,None,None,SilvChai,None
264,blue,plain mfer,ReguEyes,smile,BlacHead,None,BandRed,None,CigWhit,None,None,None,None,SilvChai,None
265,orange,plain mfer,3DGlas,smile,BlacHead,SubBlac,None,HoodDownBlue,CigBlac,None,None,None,TopHat,None,None
266,red,charcoal mfer,vr,smile,BlacHead,OystSilv,None,CollShirWhit,CigBlac,None,MohaGree,None,None,None,None
267,orange,charcoal mfer,ReguEyes,smile,BlacHead,SubRed,None,CollShirBlue,CigBlac,None,None,None,None,None,None
268,orange,plain mfer,ReguEyes,flat,BlueHead,SubRed,KnitLasVega,CollShirPink,None,None,None,None,None,None,None
269,green,plain mfer,ReguEyes,smile,PinkHead,SubBlac,None,HoodDownGray,CigBlac,None,None,None,None,None,None
270,green,charcoal mfer,NerdGlas,smile,WhitHead,SubLant(Gre,None,None,CigWhit,None,None,None,None,None,None
271,blue,plain mfer,ReguEyes,smile,BlueHead,None,None,HoodDownGray,None,LongHairBlac,None,None,None,None,None
272,orange,charcoal mfer,ReguEyes,smile,RedHead,SubRed,None,None,None,LongHairYell,None,None,None,None,None
273,red,plain mfer,ReguEyes,smile,WhitHead,SubBlac,KnitMiam,None,CigWhit,None,None,None,None,None,None
274,yellow,charcoal mfer,ReguEyes,smile,WhitHead,OystSilv,None,HoodDownPink,CigWhit,None,None,None,None,None,None
275,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,KnitMiam,HoodDownPink,CigBlac,None,None,None,None,None,None
276,green,plain mfer,ReguEyes,smile,RedHead,None,None,None,CigBlac,LongHairBlac,None,None,None,None,None
277,graveyard,zombie mfer,ZombEyes,smile,RedHead,SubBlac,None,None,CigBlac,LongHairBlac,None,None,None,None,None
278,orange,plain mfer,ReguEyes,smile,BlacHead,SubRed,None,CollShirPink,CigWhit,None,None,None,None,None,None
279,red,charcoal mfer,NerdGlas,smile,BlacHead,OystSilv,None,None,CigBlac,None,None,None,None,None,None
280,green,plain mfer,ReguEyes,smile,BlacHead,SubRed,None,None,CigWhit,None,None,FullBear,None,None,None
281,blue,plain mfer,ReguEyes,smile,WhitHead,None,None,HoodDownGray,CigWhit,None,None,None,None,None,None
282,red,charcoal mfer,NerdGlas,smile,BlacHead,None,KnitClev,HoodDownGray,CigBlac,None,None,None,None,None,None
283,green,plain mfer,PurpShad,smile,BlacHead,SubCola(BluRed),None,HoodDownBlue,CigBlac,None,MessPurp,None,None,None,None
284,orange,charcoal mfer,ReguEyes,smile,WhitHead,SubTurq,BandRed,CollShirPink,CigBlac,None,None,None,None,None,None
285,orange,charcoal mfer,vr,smile,BlueHead,None,None,None,CigBlac,None,MessPurp,None,None,None,None
286,red,plain mfer,ReguEyes,flat,BlacHead,None,BandDarkGray,None,CigBlac,None,None,FullBear,None,None,None
287,yellow,plain mfer,ReguEyes,smile,BlacHead,SubLant(Gre,None,None,CigWhit,None,MessPurp,None,None,None,None
288,yellow,plain mfer,NerdGlas,flat,GreeHead,SubBlue,KnitPitt,HoodDownBlue,None,LongHairBlac,None,None,None,None,None
289,orange,charcoal mfer,ReguEyes,smile,PinkHead,SubLant(Gre,None,HoodDownGree,CigWhit,LongHairBlac,None,None,None,None,None
290,blue,plain mfer,NerdGlas,smile,GreeHead,SubBlac,BandDarkGray,None,CigBlac,None,None,None,None,None,None
291,green,charcoal mfer,ReguEyes,flat,PinkHead,SubLant(Gre,None,None,CigBlac,None,MohaBlac,None,None,None,None
292,green,charcoal mfer,ReguEyes,smile,PinkHead,SubBlac,HeadBlueWhit,None,CigWhit,None,None,None,None,None,None
293,orange,plain mfer,3DGlas,smile,BlacHead,SubLant(Gre,HeadGreeWhit,None,CigWhit,LongHairYell,None,None,None,None,None
294,green,charcoal mfer,shades,smile,BlacHead,SubBlac,KnitBalt,None,CigBlac,None,None,None,None,None,None
295,blue,plain mfer,ReguEyes,smile,WhitHead,None,None,HoodDownBlue,None,None,None,None,TopHat,None,None
296,green,plain mfer,PurpShad,flat,BlacHead,SubBlac,KnitChic,None,None,None,None,None,None,None,None
297,blue,plain mfer,ReguEyes,flat,WhitHead,SubBlue,None,HoodDownWhit,CigWhit,None,MessYell,None,None,None,None
298,yellow,plain mfer,PurpShad,smile,BlacHead,SubBlac,KnitBuff,HoodDownGray,CigBlac,None,None,None,None,None,None
299,blue,plain mfer,ReguEyes,smile,BlacHead,SubRed,None,CollShirWhit,CigBlac,None,None,None,None,None,None
300,orange,charcoal mfer,ReguEyes,smile,BlacHead,SubBlue,None,None,CigBlac,None,MohaBlac,None,None,None,None
301,orange,plain mfer,ReguEyes,smile,WhitHead,OystSilv,KnitPitt,None,CigBlac,None,None,None,None,None,None
302,red,plain mfer,NerdGlas,smile,BlacHead,OystSilv,None,HoodDownGray,None,None,MohaBlac,None,None,None,None
303,yellow,plain mfer,ReguEyes,smile,WhitHead,SubCola(BluRed),beanie,CollShirBlue,CigWhit,None,None,None,None,None,None
304,green,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,None,HoodDownGree,CigWhit,None,None,None,None,None,None
305,yellow,charcoal mfer,ReguEyes,smile,WhitHead,SubRed,None,None,CigWhit,LongHairBlac,None,None,CowbHat,None,None
306,yellow,plain mfer,EyeMask,flat,WhitHead,SubBlue,None,CollShirPink,pipe,None,None,FullBear,None,None,None
307,red,plain mfer,ReguEyes,smile,BlacHead,None,CapMono,None,CigWhit,None,None,None,None,None,None
308,green,charcoal mfer,vr,flat,PinkHead,SubBlac,None,CollShirWhit,CigBlac,None,MessRed,None,None,None,None
309,yellow,plain mfer,ReguEyes,smile,BlacHead,SubBlue,None,None,CigWhit,None,None,None,None,None,None
310,orange,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,None,None,CigBlac,LongHairYell,None,FullBear,CowbHat,None,None
311,green,plain mfer,vr,smile,BlacHead,OystGold,None,HoodDownWhit,CigWhit,None,MohaBlue,None,None,None,None
312,yellow,plain mfer,ReguEyes,smile,WhitHead,OystSilv,None,None,CigBlac,None,None,None,None,None,None
313,orange,plain mfer,ReguEyes,smile,BlacHead,SubBlac,None,None,CigWhit,None,None,None,None,None,None
314,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubRose,None,CollShirGree,CigWhit,None,MohaPurp,None,None,None,None
315,red,plain mfer,NerdGlas,smile,RedHead,SubRed,None,CollShirWhit,CigWhit,None,None,FullBear,None,None,None
316,blue,plain mfer,ReguEyes,smile,GreeHead,OystSilv,None,CollShirBlue,CigWhit,None,MohaYell,None,None,None,None
317,green,plain mfer,ReguEyes,flat,RedHead,None,None,None,CigBlac,None,MessRed,None,None,None,None
318,green,charcoal mfer,ReguEyes,smile,BlacHead,None,HeadBlueWhit,None,CigWhit,None,None,FullBear,None,None,None
319,red,plain mfer,ReguEyes,smile,GreeHead,SubRed,None,None,pipe,LongHairBlac,None,None,None,None,None
320,green,charcoal mfer,ReguEyes,smile,BlacHead,None,BandDarkGray,None,CigWhit,None,None,None,None,None,None
321,green,charcoal mfer,ReguEyes,flat,BlacHead,None,None,None,CigBlac,None,MessPurp,None,None,None,None
322,green,charcoal mfer,ReguEyes,smile,BlacHead,None,BandRed,HoodDownGray,CigWhit,LongHairYell,None,None,None,None,None
323,orange,plain mfer,ReguEyes,flat,BlacHead,SubRed,None,None,CigWhit,None,MohaPurp,None,None,None,None
324,orange,charcoal mfer,ReguEyes,smile,PinkHead,ArgoBlac,None,HoodDownRed,CigBlac,None,None,None,None,None,None
325,yellow,charcoal mfer,shades,smile,PinkHead,None,None,None,CigBlac,None,None,None,None,None,None
326,orange,plain mfer,ReguEyes,flat,BlacHead,SubBlac,CapMono,HoodDownGray,CigWhit,None,None,None,None,None,None
327,orange,plain mfer,ReguEyes,smile,BlacHead,SubRed,KnitClev,CollShirTurq,CigWhit,None,None,None,None,None,None
328,yellow,charcoal mfer,ReguEyes,flat,PinkHead,SubRed,HeadBlueRed,CollShirBlue,CigWhit,None,None,None,None,None,None
329,orange,plain mfer,ReguEyes,smile,BlacHead,SubRed,KnitBalt,None,CigWhit,None,None,None,None,None,None
330,green,plain mfer,NerdGlas,smile,GoldHead,None,None,None,CigBlac,None,None,None,None,None,None
331,blue,plain mfer,ReguEyes,smile,WhitHead,OystGold,None,CollShirWhit,CigWhit,None,None,None,None,None,None
332,blue,plain mfer,ReguEyes,smile,BlacHead,OystSilv,None,None,CigBlac,None,MohaPurp,None,None,GoldChai,None
333,orange,plain mfer,ReguEyes,smile,GreeHead,None,None,None,CigWhit,LongHairBlac,None,None,None,None,None
334,yellow,plain mfer,ReguEyes,flat,LineHead,None,BandBlue,None,CigWhit,None,None,None,None,None,None
335,yellow,plain mfer,vr,smile,GoldHead,SubLant(Gre,None,CollShirGree,None,None,None,None,None,None,None
336,blue,plain mfer,EyeMask,smile,BlacHead,SubLant(Gre,None,None,CigBlac,None,None,None,None,None,None
337,red,plain mfer,ReguEyes,flat,BlacHead,OystSilv,KnitAtla,None,None,None,None,None,None,None,None
338,orange,plain mfer,ReguEyes,smile,WhitHead,SubRed,None,None,CigBlac,None,MohaBlac,FullBear,None,None,None
339,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubRose,None,HoodDownRed,CigBlac,None,None,None,None,None,None
340,orange,plain mfer,ReguEyes,smile,BlacHead,None,None,None,CigBlac,None,MohaGree,None,None,None,None
341,green,charcoal mfer,ReguEyes,flat,GreeHead,SubBlue,BandDarkGray,None,CigWhit,LongHairBlac,None,FullBear,None,None,None
342,orange,charcoal mfer,3DGlas,smile,WhitHead,OystGold,None,None,None,LongHairBlac,None,None,None,None,None
343,red,plain mfer,ReguEyes,smile,GoldHead,SubRed,KnitKc,None,CigBlac,None,None,None,None,None,None
344,orange,plain mfer,ReguEyes,smile,BlacHead,SubRed,HeadBlueWhit,HoodDownGree,CigWhit,None,None,None,None,None,None
345,orange,charcoal mfer,ReguEyes,smile,WhitHead,None,None,HoodDownGray,CigWhit,None,MohaBlac,None,None,None,None
346,green,plain mfer,NerdGlas,smile,RedHead,SubBlac,None,None,CigBlac,None,None,None,None,None,None
347,orange,plain mfer,ReguEyes,smile,GreeHead,SubBlue,None,None,CigWhit,LongHairBlac,None,FullBear,None,None,None
348,green,plain mfer,ReguEyes,flat,WhitHead,SubRose,None,None,CigWhit,LongHairBlac,None,None,CowbHat,None,None
349,green,plain mfer,ReguEyes,smile,BlacHead,SubLant(Gre,KnitBuff,None,CigBlac,None,None,None,None,None,None
350,red,plain mfer,vr,smile,PinkHead,SubBlac,None,None,CigBlac,None,None,None,None,None,None
351,blue,charcoal mfer,NerdGlas,smile,WhitHead,OystSilv,None,None,CigBlac,LongHairBlac,None,None,None,None,None
352,green,plain mfer,ReguEyes,smile,PinkHead,SubRed,None,CollShirBlue,CigBlac,LongHairBlac,None,None,None,None,None
353,green,charcoal mfer,ReguEyes,smile,PinkHead,None,KnitChic,None,CigWhit,None,None,None,None,None,None
354,blue,plain mfer,ReguEyes,smile,WhitHead,SubBlue,None,HoodDownWhit,None,LongHairBlac,None,None,CowbHat,None,None
355,graveyard,zombie mfer,ZombEyes,smile,BlacHead,SubBlac,None,CollShirTurq,None,None,None,None,None,None,None
356,yellow,plain mfer,ReguEyes,smile,RedHead,None,None,None,CigWhit,LongHairBlac,None,None,None,None,None
357,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,KnitClev,None,None,None,None,None,None,None,None
358,None,-,None,None,None,None,None,None,None,None,None,None,None,None,MeebMfer
359,red,charcoal mfer,ReguEyes,smile,WhitHead,None,None,None,CigBlac,None,MohaYell,None,None,None,None
360,red,plain mfer,3DGlas,smile,BlacHead,SubBlac,None,None,None,None,None,None,None,None,None
361,blue,charcoal mfer,ReguEyes,smile,WhitHead,SubLant(Gre,None,CollShirWhit,CigWhit,LongHairBlac,None,None,None,None,None
362,red,charcoal mfer,EyeMask,smile,WhitHead,SubTurq,None,CollShirGree,CigBlac,None,None,None,None,None,None
363,orange,charcoal mfer,ReguEyes,flat,WhitHead,SubRed,None,HoodDownBlue,CigWhit,None,MessYell,None,None,None,None
364,yellow,plain mfer,ReguEyes,flat,WhitHead,SubBlac,None,None,None,LongHairBlac,None,None,None,None,None
365,orange,plain mfer,ReguEyes,smile,BlacHead,SubRed,CapMono,None,None,None,None,None,None,None,None
366,green,plain mfer,3DGlas,smile,GreeHead,ArgoBlac,KnitKc,None,CigWhit,None,None,None,None,None,None
367,green,plain mfer,ReguEyes,flat,BlacHead,SubRed,KnitChic,None,CigBlac,None,None,None,None,None,None
368,orange,plain mfer,NerdGlas,smile,WhitHead,SubTurq,KnitChic,None,CigWhit,None,None,None,None,None,None
369,blue,plain mfer,ReguEyes,smile,BlacHead,OystGold,None,None,CigWhit,None,None,None,None,None,None
370,yellow,plain mfer,PurpShad,smile,BlacHead,SubBlac,None,None,CigBlac,None,None,None,None,None,None
371,blue,plain mfer,ReguEyes,smile,WhitHead,SubRed,None,None,None,None,None,None,None,None,None
372,red,charcoal mfer,ReguEyes,smile,WhitHead,OystSilv,HeadGreeWhit,None,CigWhit,LongHairBlac,None,None,None,None,None
373,red,plain mfer,shades,smile,PinkHead,OystSilv,None,None,None,LongHairBlac,None,None,None,None,None
374,blue,plain mfer,ReguEyes,flat,WhitHead,None,BandBlue,None,None,LongHairYell,None,None,None,SilvChai,None
375,orange,charcoal mfer,ReguEyes,smile,BlacHead,SubBlac,KnitClev,None,CigBlac,None,None,None,None,None,None
376,blue,plain mfer,ReguEyes,smile,GreeHead,OystGold,None,None,CigBlac,LongHairBlac,None,None,None,None,None
377,red,plain mfer,ReguEyes,smile,BlacHead,None,KnitDall,None,CigWhit,None,None,None,None,None,None
378,yellow,charcoal mfer,ReguEyes,smile,WhitHead,SubBlac,HeadBlueGree,None,CigBlac,None,None,None,None,None,None
379,red,charcoal mfer,ReguEyes,flat,WhitHead,None,None,None,CigWhit,None,None,None,None,None,None
380,red,plain mfer,ReguEyes,smile,WhitHead,SubBlue,None,None,CigWhit,None,None,FullBear,None,None,None
381,red,charcoal mfer,EyeMask,smile,RedHead,OystGold,None,None,CigBlac,LongHairBlac,None,None,None,None,None
382,green,charcoal mfer,ReguEyes,smile,BlueHead,OystGold,HeadPinkWhit,None,CigBlac,LongHairBlac,None,None,None,None,None
383,green,plain mfer,NerdGlas,smile,BlacHead,None,None,CollShirWhit,CigWhit,None,MohaBlue,None,None,None,None
384,red,plain mfer,ReguEyes,smile,WhitHead,OystGold,None,None,CigWhit,LongHairBlac,None,None,None,None,None
385,yellow,plain mfer,ReguEyes,smile,PinkHead,OystSilv,None,None,CigWhit,None,MohaBlac,None,None,None,None
386,tree,ape mfer,vr,flat,BlacHead,SubRose,None,None,None,None,None,None,hoodie,None,None
387,red,charcoal mfer,ReguEyes,flat,WhitHead,OystSilv,None,None,CigBlac,None,None,None,None,None,None
388,blue,charcoal mfer,ReguEyes,smile,BlacHead,SubLant(Gre,None,CollShirBlue,CigBlac,LongHairYell,None,None,None,None,None
389,blue,plain mfer,ReguEyes,flat,WhitHead,SubBlac,None,None,CigBlac,LongHairYell,None,None,None,None,None
390,orange,plain mfer,ReguEyes,smile,BlueHead,SubBlue,None,None,CigBlac,LongHairYell,None,None,CowbHat,None,None
391,green,charcoal mfer,shades,smile,BlacHead,SubLant(Gre,None,CollShirGree,CigBlac,None,MessPurp,None,None,None,None
392,orange,charcoal mfer,ReguEyes,smile,WhitHead,SubBlue,None,None,CigBlac,None,None,None,None,None,None
393,green,charcoal mfer,ReguEyes,flat,WhitHead,SubBlac,HeadBlueWhit,HoodDownGray,CigWhit,None,None,None,None,None,None
394,yellow,plain mfer,ReguEyes,flat,BlacHead,ArgoBlac,HeadGreeWhit,None,CigWhit,None,None,None,None,None,None
395,orange,plain mfer,ReguEyes,smile,WhitHead,SubTurq,BeanMono,HoodDownBlue,CigBlac,None,None,FullBear,None,None,None
396,yellow,plain mfer,ReguEyes,smile,WhitHead,SubLant(Gre,BandRed,None,CigWhit,LongHairBlac,None,None,None,None,None
397,blue,charcoal mfer,ReguEyes,smile,PinkHead,SubLant(Gre,None,None,None,LongHairYell,None,None,None,None,None
398,yellow,plain mfer,PurpShad,flat,BlacHead,OystSilv,None,None,CigBlac,None,None,None,None,None,None
399,space,alien mfer,AlieEyes,smile,BlacHead,SubBlac,KnitAtla,None,CigBlac,None,None,None,None,None,None
400,red,charcoal mfer,ReguEyes,smile,PinkHead,None,None,None,CigWhit,None,None,None,None,None,None
401,orange,plain mfer,ReguEyes,smile,PinkHead,SubBlac,CapMono,None,CigBlac,None,None,None,None,None,None
402,blue,plain mfer,3DGlas,smile,RedHead,OystSilv,None,CollShirBlue,CigWhit,None,None,None,None,None,None
403,orange,plain mfer,ReguEyes,smile,BlacHead,SubTurq,KnitDall,CollShirBlue,CigBlac,None,None,None,None,None,None
404,orange,plain mfer,ReguEyes,smile,WhitHead,SubRose,BandDarkGray,CollShirPink,CigWhit,None,None,None,None,None,None
405,yellow,plain mfer,ReguEyes,smile,BlacHead,SubRed,None,CollShirGree,CigWhit,None,None,None,None,None,None
406,yellow,charcoal mfer,ReguEyes,smile,BlacHead,SubBlue,None,HoodDownGray,CigBlac,None,MohaRed,FullBear,None,None,None
407,orange,plain mfer,ReguEyes,smile,BlacHead,None,None,None,None,None,None,None,None,None,None
408,orange,plain mfer,ReguEyes,smile,WhitHead,SubRose,None,None,CigWhit,LongHairBlac,None,None,None,None,None
409,red,charcoal mfer,shades,smile,WhitHead,None,None,None,CigWhit,LongHairBlac,None,FullBear,None,None,None
